County,Precinct,Office,District,Party,Candidate,Absentee,Early,Election,Total
Peoria,Peoria 42,President,,CON,Charles O. Baldwin,1,0,3,4
Peoria,Peoria 43,President,,CON,Charles O. Baldwin,0,0,3,3
Peoria,Peoria 44,President,,CON,Charles O. Baldwin,0,0,3,3
Peoria,Peoria 45,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 46,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 47,President,,CON,Charles O. Baldwin,1,0,1,2
Peoria,Peoria 48,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 49,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 50,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 51,President,,CON,Charles O. Baldwin,0,0,2,2
Peoria,Peoria 52,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 53,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 54,President,,CON,Charles O. Baldwin,0,0,3,3
Peoria,Peoria 55,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 56,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 57,President,,CON,Charles O. Baldwin,0,0,1,1
Peoria,Peoria 58,President,,CON,Charles O. Baldwin,0,0,1,1
Peoria,Peoria 59,President,,CON,Charles O. Baldwin,1,0,1,2
Peoria,Peoria 60,President,,CON,Charles O. Baldwin,0,3,0,3
Peoria,Peoria 61,President,,CON,Charles O. Baldwin,0,1,0,1
Peoria,Peoria 62,President,,CON,Charles O. Baldwin,0,1,1,2
Peoria,Peoria 63,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 64,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 65,President,,CON,Charles O. Baldwin,0,0,1,1
Peoria,Peoria 66,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 67,President,,CON,Charles O. Baldwin,0,0,1,1
Peoria,Peoria 68,President,,CON,Charles O. Baldwin,0,0,1,1
Peoria,Peoria 69,President,,CON,Charles O. Baldwin,0,0,2,2
Peoria,Peoria 70,President,,CON,Charles O. Baldwin,0,0,2,2
Peoria,Peoria 71,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 72,President,,CON,Charles O. Baldwin,0,0,1,1
Peoria,Peoria 73,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 74,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 75,President,,CON,Charles O. Baldwin,0,1,2,3
Peoria,Peoria 76,President,,CON,Charles O. Baldwin,0,0,2,2
Peoria,Peoria 77,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 78,President,,CON,Charles O. Baldwin,0,0,2,2
Peoria,Peoria 79,President,,CON,Charles O. Baldwin,0,0,2,2
Peoria,Peoria 80,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 81,President,,CON,Charles O. Baldwin,0,0,1,1
Peoria,Peoria 82,President,,CON,Charles O. Baldwin,0,0,1,1
Peoria,Peoria 83,President,,CON,Charles O. Baldwin,0,1,1,2
Peoria,Peoria 84,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 85,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 86,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 87,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 88,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 89,President,,CON,Charles O. Baldwin,0,0,2,2
Peoria,Peoria 90,President,,CON,Charles O. Baldwin,1,0,0,1
Peoria,Peoria 91,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 92,President,,CON,Charles O. Baldwin,0,0,3,3
Peoria,Peoria 93,President,,CON,Charles O. Baldwin,0,0,1,1
Peoria,Peoria 01,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 02,President,,GRN,Cynthia McKinney,0,0,2,2
Peoria,Peoria 03,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 04,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 05,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 06,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 07,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 08,President,,GRN,Cynthia McKinney,0,0,2,2
Peoria,Peoria 09,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 10,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 11,President,,GRN,Cynthia McKinney,0,1,0,1
Peoria,Peoria 12,President,,GRN,Cynthia McKinney,0,1,0,1
Peoria,Peoria 13,President,,GRN,Cynthia McKinney,0,1,1,2
Peoria,Peoria 14,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 15,President,,GRN,Cynthia McKinney,0,1,2,3
Peoria,Peoria 16,President,,GRN,Cynthia McKinney,0,1,0,1
Peoria,Peoria 17,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 18,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 19,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 20,President,,GRN,Cynthia McKinney,0,1,1,2
Peoria,Peoria 21,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 22,President,,GRN,Cynthia McKinney,0,1,3,4
Peoria,Peoria 23,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 24,President,,GRN,Cynthia McKinney,0,1,0,1
Peoria,Peoria 25,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 26,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 27,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 28,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 29,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 30,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 31,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 32,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 33,President,,GRN,Cynthia McKinney,1,0,1,2
Peoria,Peoria 34,President,,GRN,Cynthia McKinney,0,1,0,1
Peoria,Peoria 35,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 36,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 37,President,,GRN,Cynthia McKinney,0,0,2,2
Peoria,Peoria 38,President,,GRN,Cynthia McKinney,1,0,1,2
Peoria,Peoria 39,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 40,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 41,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 42,President,,GRN,Cynthia McKinney,0,1,0,1
Peoria,Peoria 43,President,,GRN,Cynthia McKinney,0,1,1,2
Peoria,Peoria 44,President,,GRN,Cynthia McKinney,0,0,2,2
Peoria,Peoria 45,President,,GRN,Cynthia McKinney,0,0,2,2
Peoria,Peoria 46,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 47,President,,GRN,Cynthia McKinney,0,0,2,2
Peoria,Peoria 48,President,,GRN,Cynthia McKinney,0,1,0,1
Peoria,Peoria 49,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 50,President,,GRN,Cynthia McKinney,0,1,1,2
Peoria,Peoria 51,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 52,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 53,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 54,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 55,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 56,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 57,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 58,President,,GRN,Cynthia McKinney,0,2,2,4
Peoria,Peoria 59,President,,GRN,Cynthia McKinney,2,0,2,4
Peoria,Peoria 60,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 61,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 62,President,,GRN,Cynthia McKinney,0,0,2,2
Peoria,Peoria 63,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 64,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 65,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 66,President,,GRN,Cynthia McKinney,1,1,2,4
Peoria,Peoria 67,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 68,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 69,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 70,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 71,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 72,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 73,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 74,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 75,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 76,President,,GRN,Cynthia McKinney,0,3,1,4
Peoria,Peoria 77,President,,GRN,Cynthia McKinney,0,1,0,1
Peoria,Peoria 78,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 79,President,,GRN,Cynthia McKinney,0,1,1,2
Peoria,Peoria 80,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 81,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 82,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 83,President,,GRN,Cynthia McKinney,0,0,2,2
Peoria,Peoria 84,President,,GRN,Cynthia McKinney,0,1,1,2
Peoria,Peoria 85,President,,GRN,Cynthia McKinney,0,1,1,2
Peoria,Peoria 86,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 87,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 88,President,,GRN,Cynthia McKinney,0,1,2,3
Peoria,Peoria 89,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 90,President,,GRN,Cynthia McKinney,0,1,1,2
Peoria,Peoria 91,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 92,President,,GRN,Cynthia McKinney,0,0,1,1
Peoria,Peoria 93,President,,GRN,Cynthia McKinney,0,0,0,0
Peoria,Peoria 01,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 02,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 03,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 04,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 05,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 06,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 07,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 08,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 09,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 10,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 11,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 12,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 13,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 14,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 15,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 16,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 17,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 18,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 19,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 20,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 21,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 22,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 23,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 24,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 25,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 26,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 27,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 28,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 29,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 30,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 31,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 32,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 33,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 34,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 35,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 36,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 37,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 38,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 39,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 40,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 41,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 42,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 43,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 44,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 45,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 46,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 47,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 48,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 49,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 50,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 51,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 52,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 53,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 54,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 55,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 56,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 57,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 58,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 59,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 60,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 61,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 62,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 63,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 64,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 65,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 66,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 67,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 68,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 69,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 70,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 71,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 72,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 73,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 74,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 75,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 76,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 77,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 78,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 79,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 80,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 81,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 82,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 83,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 84,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 85,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 86,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 87,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 88,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 89,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 90,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 91,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 92,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 93,President,,WRI,Donald K. Allen (W),0,0,0,0
Peoria,Peoria 01,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 02,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 03,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 04,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 05,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 06,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 07,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 08,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 09,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 10,President,,NEW,John Joseph Polachek,0,0,1,1
Peoria,Peoria 11,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 12,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 13,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 14,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 15,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 16,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 17,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 18,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 19,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 20,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 21,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 22,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 23,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 24,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 25,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 26,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 27,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 28,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 29,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 30,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 31,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 32,President,,NEW,John Joseph Polachek,0,0,1,1
Peoria,Peoria 33,President,,NEW,John Joseph Polachek,0,0,1,1
Peoria,Peoria 34,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 35,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 36,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 37,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 38,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 39,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 40,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 41,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 42,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 43,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 44,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 45,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 46,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 47,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 48,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 49,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 50,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 51,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 52,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 53,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 54,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 55,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 56,President,,NEW,John Joseph Polachek,0,0,1,1
Peoria,Peoria 57,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 58,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 59,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 60,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 61,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 62,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 63,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 64,President,,NEW,John Joseph Polachek,0,1,0,1
Peoria,Peoria 65,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 66,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 67,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 68,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 69,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 70,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 71,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 72,President,,NEW,John Joseph Polachek,0,0,1,1
Peoria,Peoria 73,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 74,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 75,President,,NEW,John Joseph Polachek,0,1,0,1
Peoria,Peoria 76,President,,NEW,John Joseph Polachek,0,1,0,1
Peoria,Peoria 77,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 78,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 79,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 80,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 81,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 82,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 83,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 84,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 85,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 86,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 87,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 88,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 89,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 90,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 91,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 92,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 93,President,,NEW,John Joseph Polachek,0,0,0,0
Peoria,Peoria 01,President,,REP,John McCain,0,8,34,42
Peoria,Peoria 02,President,,REP,John McCain,2,4,24,30
Peoria,Peoria 03,President,,REP,John McCain,0,11,26,37
Peoria,Peoria 04,President,,REP,John McCain,0,2,33,35
Peoria,Peoria 05,President,,REP,John McCain,1,4,17,22
Peoria,Peoria 06,President,,REP,John McCain,1,3,29,33
Peoria,Peoria 07,President,,REP,John McCain,1,29,104,134
Peoria,Peoria 08,President,,REP,John McCain,1,8,12,21
Peoria,Peoria 09,President,,REP,John McCain,1,2,4,7
Peoria,Peoria 10,President,,REP,John McCain,0,8,9,17
Peoria,Peoria 11,President,,REP,John McCain,0,10,15,25
Peoria,Peoria 12,President,,REP,John McCain,16,62,79,157
Peoria,Peoria 13,President,,REP,John McCain,0,5,32,37
Peoria,Peoria 14,President,,REP,John McCain,6,8,43,57
Peoria,Peoria 15,President,,REP,John McCain,1,20,64,85
Peoria,Peoria 16,President,,REP,John McCain,9,14,58,81
Peoria,Peoria 17,President,,REP,John McCain,3,16,86,105
Peoria,Peoria 18,President,,REP,John McCain,4,17,77,98
Peoria,Peoria 19,President,,REP,John McCain,7,16,119,142
Peoria,Peoria 20,President,,REP,John McCain,8,45,137,190
Peoria,Peoria 21,President,,REP,John McCain,0,11,14,25
Peoria,Peoria 22,President,,REP,John McCain,0,8,41,49
Peoria,Peoria 23,President,,REP,John McCain,3,14,72,89
Peoria,Peoria 24,President,,REP,John McCain,3,8,40,51
Peoria,Peoria 25,President,,REP,John McCain,2,14,127,143
Peoria,Peoria 26,President,,REP,John McCain,8,21,124,153
Peoria,Peoria 27,President,,REP,John McCain,85,21,102,208
Peoria,Peoria 28,President,,REP,John McCain,2,17,117,136
Peoria,Peoria 29,President,,REP,John McCain,5,36,202,243
Peoria,Peoria 30,President,,REP,John McCain,19,44,179,242
Peoria,Peoria 31,President,,REP,John McCain,2,11,68,81
Peoria,Peoria 32,President,,REP,John McCain,2,17,62,81
Peoria,Peoria 33,President,,REP,John McCain,10,17,77,104
Peoria,Peoria 34,President,,REP,John McCain,2,24,41,67
Peoria,Peoria 35,President,,REP,John McCain,2,16,58,76
Peoria,Peoria 36,President,,REP,John McCain,5,23,55,83
Peoria,Peoria 37,President,,REP,John McCain,3,15,94,112
Peoria,Peoria 38,President,,REP,John McCain,9,49,190,248
Peoria,Peoria 39,President,,REP,John McCain,7,18,114,139
Peoria,Peoria 40,President,,REP,John McCain,1,45,167,213
Peoria,Peoria 41,President,,REP,John McCain,6,14,85,105
Peoria,Peoria 42,President,,REP,John McCain,2,20,132,154
Peoria,Peoria 43,President,,REP,John McCain,12,42,148,202
Peoria,Peoria 44,President,,REP,John McCain,4,31,101,136
Peoria,Peoria 45,President,,REP,John McCain,17,93,182,292
Peoria,Peoria 46,President,,REP,John McCain,12,90,180,282
Peoria,Peoria 47,President,,REP,John McCain,7,53,196,256
Peoria,Peoria 48,President,,REP,John McCain,17,93,236,346
Peoria,Peoria 49,President,,REP,John McCain,11,43,234,288
Peoria,Peoria 50,President,,REP,John McCain,6,54,223,283
Peoria,Peoria 51,President,,REP,John McCain,6,55,142,203
Peoria,Peoria 52,President,,REP,John McCain,12,48,165,225
