County,Precinct,Office,District,Party,Candidate,Absentee,Early,Election,Total
Peoria,Peoria 29,Assembly,92,DEM,Jehan Gordon,7,30,75,112
Peoria,Peoria 30,Assembly,92,DEM,Jehan Gordon,7,48,108,163
Peoria,Peoria 31,Assembly,92,DEM,Jehan Gordon,4,88,175,267
Peoria,Peoria 32,Assembly,92,DEM,Jehan Gordon,2,82,185,269
Peoria,Peoria 33,Assembly,92,DEM,Jehan Gordon,8,87,205,300
Peoria,Peoria 34,Assembly,92,DEM,Jehan Gordon,4,109,235,348
Peoria,Peoria 35,Assembly,92,DEM,Jehan Gordon,6,80,148,234
Peoria,Peoria 36,Assembly,92,DEM,Jehan Gordon,1,70,157,228
Peoria,Peoria 37,Assembly,92,DEM,Jehan Gordon,2,53,209,264
Peoria,Peoria 38,Assembly,92,DEM,Jehan Gordon,5,52,95,152
Peoria,Peoria 39,Assembly,92,DEM,Jehan Gordon,1,49,150,200
Peoria,Peoria 40,Assembly,92,DEM,Jehan Gordon,3,68,156,227
Peoria,Peoria 41,Assembly,92,DEM,Jehan Gordon,5,66,168,239
Peoria,Peoria 42,Assembly,92,DEM,Jehan Gordon,2,58,160,220
Peoria,Peoria 43,Assembly,92,DEM,Jehan Gordon,5,88,134,227
Peoria,Peoria 44,Assembly,92,DEM,Jehan Gordon,5,74,93,172
Peoria,Peoria 45,Assembly,92,DEM,Jehan Gordon,8,60,68,136
Peoria,Peoria 47,Assembly,92,DEM,Jehan Gordon,7,68,140,215
Peoria,Peoria 48,Assembly,92,DEM,Jehan Gordon,5,36,64,105
Peoria,Peoria 49,Assembly,92,DEM,Jehan Gordon,5,63,133,201
Peoria,Peoria 51,Assembly,92,DEM,Jehan Gordon,2,43,57,102
Peoria,Peoria 57,Assembly,92,DEM,Jehan Gordon,6,65,145,216
Peoria,Peoria 58,Assembly,92,DEM,Jehan Gordon,6,121,196,323
Peoria,Peoria 59,Assembly,92,DEM,Jehan Gordon,24,77,96,197
Peoria,Peoria 60,Assembly,92,DEM,Jehan Gordon,1,76,167,244
Peoria,Peoria 61,Assembly,92,DEM,Jehan Gordon,9,92,114,215
Peoria,Peoria 62,Assembly,92,DEM,Jehan Gordon,7,107,145,259
Peoria,Peoria 63,Assembly,92,DEM,Jehan Gordon,3,105,136,244
Peoria,Peoria 64,Assembly,92,DEM,Jehan Gordon,3,89,188,280
Peoria,Peoria 65,Assembly,92,DEM,Jehan Gordon,3,56,67,126
Peoria,Peoria 66,Assembly,92,DEM,Jehan Gordon,34,95,127,256
Peoria,Peoria 01,Assembly,92,REP,Joan Gore Krupa,0,12,62,74
Peoria,Peoria 02,Assembly,92,REP,Joan Gore Krupa,2,7,37,46
Peoria,Peoria 03,Assembly,92,REP,Joan Gore Krupa,0,12,44,56
Peoria,Peoria 04,Assembly,92,REP,Joan Gore Krupa,1,5,45,51
Peoria,Peoria 05,Assembly,92,REP,Joan Gore Krupa,2,4,28,34
Peoria,Peoria 06,Assembly,92,REP,Joan Gore Krupa,1,7,38,46
Peoria,Peoria 07,Assembly,92,REP,Joan Gore Krupa,1,38,136,175
Peoria,Peoria 08,Assembly,92,REP,Joan Gore Krupa,1,14,30,45
Peoria,Peoria 09,Assembly,92,REP,Joan Gore Krupa,1,6,18,25
Peoria,Peoria 10,Assembly,92,REP,Joan Gore Krupa,0,5,12,17
Peoria,Peoria 11,Assembly,92,REP,Joan Gore Krupa,0,16,16,32
Peoria,Peoria 12,Assembly,92,REP,Joan Gore Krupa,27,93,107,227
Peoria,Peoria 13,Assembly,92,REP,Joan Gore Krupa,1,8,45,54
Peoria,Peoria 14,Assembly,92,REP,Joan Gore Krupa,7,15,61,83
Peoria,Peoria 15,Assembly,92,REP,Joan Gore Krupa,1,30,98,129
Peoria,Peoria 16,Assembly,92,REP,Joan Gore Krupa,8,26,108,142
Peoria,Peoria 17,Assembly,92,REP,Joan Gore Krupa,4,25,118,147
Peoria,Peoria 18,Assembly,92,REP,Joan Gore Krupa,5,27,125,157
Peoria,Peoria 19,Assembly,92,REP,Joan Gore Krupa,7,49,175,231
Peoria,Peoria 20,Assembly,92,REP,Joan Gore Krupa,9,66,231,306
Peoria,Peoria 21,Assembly,92,REP,Joan Gore Krupa,2,12,30,44
Peoria,Peoria 22,Assembly,92,REP,Joan Gore Krupa,0,19,65,84
Peoria,Peoria 23,Assembly,92,REP,Joan Gore Krupa,4,23,99,126
Peoria,Peoria 24,Assembly,92,REP,Joan Gore Krupa,4,12,64,80
Peoria,Peoria 25,Assembly,92,REP,Joan Gore Krupa,4,26,166,196
Peoria,Peoria 26,Assembly,92,REP,Joan Gore Krupa,9,39,178,226
Peoria,Peoria 27,Assembly,92,REP,Joan Gore Krupa,121,48,157,326
Peoria,Peoria 28,Assembly,92,REP,Joan Gore Krupa,3,34,186,223
Peoria,Peoria 29,Assembly,92,REP,Joan Gore Krupa,8,62,298,368
Peoria,Peoria 30,Assembly,92,REP,Joan Gore Krupa,20,74,255,349
Peoria,Peoria 31,Assembly,92,REP,Joan Gore Krupa,2,23,104,129
Peoria,Peoria 32,Assembly,92,REP,Joan Gore Krupa,5,17,92,114
Peoria,Peoria 33,Assembly,92,REP,Joan Gore Krupa,9,34,107,150
Peoria,Peoria 34,Assembly,92,REP,Joan Gore Krupa,2,34,78,114
Peoria,Peoria 35,Assembly,92,REP,Joan Gore Krupa,3,26,83,112
Peoria,Peoria 36,Assembly,92,REP,Joan Gore Krupa,5,26,74,105
Peoria,Peoria 37,Assembly,92,REP,Joan Gore Krupa,3,24,115,142
Peoria,Peoria 38,Assembly,92,REP,Joan Gore Krupa,8,88,275,371
Peoria,Peoria 39,Assembly,92,REP,Joan Gore Krupa,7,27,159,193
Peoria,Peoria 40,Assembly,92,REP,Joan Gore Krupa,5,69,253,327
Peoria,Peoria 41,Assembly,92,REP,Joan Gore Krupa,8,29,125,162
Peoria,Peoria 42,Assembly,92,REP,Joan Gore Krupa,3,35,189,227
Peoria,Peoria 43,Assembly,92,REP,Joan Gore Krupa,13,62,207,282
Peoria,Peoria 44,Assembly,92,REP,Joan Gore Krupa,6,58,158,222
Peoria,Peoria 45,Assembly,92,REP,Joan Gore Krupa,23,147,229,399
Peoria,Peoria 47,Assembly,92,REP,Joan Gore Krupa,9,79,268,356
Peoria,Peoria 48,Assembly,92,REP,Joan Gore Krupa,14,125,323,462
Peoria,Peoria 49,Assembly,92,REP,Joan Gore Krupa,7,67,312,386
Peoria,Peoria 51,Assembly,92,REP,Joan Gore Krupa,8,91,201,300
Peoria,Peoria 57,Assembly,92,REP,Joan Gore Krupa,10,34,177,221
Peoria,Peoria 58,Assembly,92,REP,Joan Gore Krupa,10,94,177,281
Peoria,Peoria 59,Assembly,92,REP,Joan Gore Krupa,162,51,106,319
Peoria,Peoria 60,Assembly,92,REP,Joan Gore Krupa,5,60,179,244
Peoria,Peoria 61,Assembly,92,REP,Joan Gore Krupa,3,77,171,251
Peoria,Peoria 62,Assembly,92,REP,Joan Gore Krupa,9,102,211,322
Peoria,Peoria 63,Assembly,92,REP,Joan Gore Krupa,7,74,127,208
Peoria,Peoria 64,Assembly,92,REP,Joan Gore Krupa,9,64,138,211
Peoria,Peoria 65,Assembly,92,REP,Joan Gore Krupa,6,30,134,170
Peoria,Peoria 66,Assembly,92,REP,Joan Gore Krupa,14,68,208,290
Peoria,Peoria 01,President,,DEM,Barack Obama,3,81,230,314
Peoria,Peoria 02,President,,DEM,Barack Obama,13,79,257,349
Peoria,Peoria 03,President,,DEM,Barack Obama,3,79,204,286
Peoria,Peoria 04,President,,DEM,Barack Obama,7,115,262,384
Peoria,Peoria 05,President,,DEM,Barack Obama,6,71,178,255
Peoria,Peoria 06,President,,DEM,Barack Obama,3,62,205,270
Peoria,Peoria 07,President,,DEM,Barack Obama,3,136,302,441
Peoria,Peoria 08,President,,DEM,Barack Obama,6,99,272,377
Peoria,Peoria 09,President,,DEM,Barack Obama,9,136,244,389
Peoria,Peoria 10,President,,DEM,Barack Obama,14,158,255,427
Peoria,Peoria 11,President,,DEM,Barack Obama,7,210,321,538
Peoria,Peoria 12,President,,DEM,Barack Obama,42,155,127,324
Peoria,Peoria 13,President,,DEM,Barack Obama,4,69,267,340
Peoria,Peoria 14,President,,DEM,Barack Obama,14,72,236,322
Peoria,Peoria 15,President,,DEM,Barack Obama,6,83,220,309
Peoria,Peoria 16,President,,DEM,Barack Obama,9,99,219,327
Peoria,Peoria 17,President,,DEM,Barack Obama,2,124,299,425
Peoria,Peoria 18,President,,DEM,Barack Obama,10,58,172,240
Peoria,Peoria 19,President,,DEM,Barack Obama,2,91,202,295
Peoria,Peoria 20,President,,DEM,Barack Obama,6,94,227,327
Peoria,Peoria 21,President,,DEM,Barack Obama,5,67,177,249
Peoria,Peoria 22,President,,DEM,Barack Obama,9,93,215,317
Peoria,Peoria 23,President,,DEM,Barack Obama,9,103,230,342
Peoria,Peoria 24,President,,DEM,Barack Obama,12,105,249,366
Peoria,Peoria 25,President,,DEM,Barack Obama,6,77,231,314
Peoria,Peoria 26,President,,DEM,Barack Obama,7,100,216,323
Peoria,Peoria 27,President,,DEM,Barack Obama,57,77,124,258
Peoria,Peoria 28,President,,DEM,Barack Obama,6,106,252,364
Peoria,Peoria 29,President,,DEM,Barack Obama,12,58,175,245
Peoria,Peoria 30,President,,DEM,Barack Obama,8,78,188,274
Peoria,Peoria 31,President,,DEM,Barack Obama,6,103,222,331
Peoria,Peoria 32,President,,DEM,Barack Obama,7,83,214,304
Peoria,Peoria 33,President,,DEM,Barack Obama,7,106,239,352
Peoria,Peoria 34,President,,DEM,Barack Obama,7,116,275,398
Peoria,Peoria 35,President,,DEM,Barack Obama,9,98,181,288
Peoria,Peoria 36,President,,DEM,Barack Obama,1,75,173,249
Peoria,Peoria 37,President,,DEM,Barack Obama,2,64,239,305
Peoria,Peoria 38,President,,DEM,Barack Obama,4,91,185,280
Peoria,Peoria 39,President,,DEM,Barack Obama,2,55,197,254
Peoria,Peoria 40,President,,DEM,Barack Obama,7,96,251,354
Peoria,Peoria 41,President,,DEM,Barack Obama,7,86,206,299
Peoria,Peoria 42,President,,DEM,Barack Obama,2,71,223,296
Peoria,Peoria 43,President,,DEM,Barack Obama,5,108,199,312
Peoria,Peoria 44,President,,DEM,Barack Obama,7,99,142,248
Peoria,Peoria 45,President,,DEM,Barack Obama,16,117,119,252
Peoria,Peoria 46,President,,DEM,Barack Obama,17,128,201,346
Peoria,Peoria 47,President,,DEM,Barack Obama,8,102,224,334
Peoria,Peoria 48,President,,DEM,Barack Obama,8,80,157,245
Peoria,Peoria 49,President,,DEM,Barack Obama,9,87,221,317
Peoria,Peoria 50,President,,DEM,Barack Obama,8,112,200,320
Peoria,Peoria 51,President,,DEM,Barack Obama,4,80,120,204
Peoria,Peoria 52,President,,DEM,Barack Obama,8,97,145,250
Peoria,Peoria 53,President,,DEM,Barack Obama,16,96,138,250
Peoria,Peoria 54,President,,DEM,Barack Obama,8,112,186,306
Peoria,Peoria 55,President,,DEM,Barack Obama,7,119,206,332
Peoria,Peoria 56,President,,DEM,Barack Obama,8,114,183,305
Peoria,Peoria 57,President,,DEM,Barack Obama,11,75,192,278
Peoria,Peoria 58,President,,DEM,Barack Obama,10,149,247,406
Peoria,Peoria 59,President,,DEM,Barack Obama,67,98,127,292
Peoria,Peoria 60,President,,DEM,Barack Obama,2,93,220,315
Peoria,Peoria 61,President,,DEM,Barack Obama,11,122,165,298
Peoria,Peoria 62,President,,DEM,Barack Obama,7,145,213,365
Peoria,Peoria 63,President,,DEM,Barack Obama,5,135,175,315
Peoria,Peoria 64,President,,DEM,Barack Obama,5,119,252,376
Peoria,Peoria 65,President,,DEM,Barack Obama,6,69,110,185
Peoria,Peoria 66,President,,DEM,Barack Obama,36,128,185,349
Peoria,Peoria 67,President,,DEM,Barack Obama,14,101,202,317
Peoria,Peoria 68,President,,DEM,Barack Obama,8,83,247,338
Peoria,Peoria 69,President,,DEM,Barack Obama,6,111,243,360
Peoria,Peoria 70,President,,DEM,Barack Obama,16,88,162,266
Peoria,Peoria 71,President,,DEM,Barack Obama,3,73,144,220
Peoria,Peoria 72,President,,DEM,Barack Obama,6,84,106,196
Peoria,Peoria 73,President,,DEM,Barack Obama,11,103,144,258
Peoria,Peoria 74,President,,DEM,Barack Obama,4,88,175,267
Peoria,Peoria 75,President,,DEM,Barack Obama,10,185,339,534
Peoria,Peoria 76,President,,DEM,Barack Obama,10,91,144,245
Peoria,Peoria 77,President,,DEM,Barack Obama,2,55,124,181
Peoria,Peoria 78,President,,DEM,Barack Obama,13,125,261,399
Peoria,Peoria 79,President,,DEM,Barack Obama,4,83,147,234
Peoria,Peoria 80,President,,DEM,Barack Obama,4,56,104,164
Peoria,Peoria 81,President,,DEM,Barack Obama,12,108,145,265
Peoria,Peoria 82,President,,DEM,Barack Obama,14,130,154,298
Peoria,Peoria 83,President,,DEM,Barack Obama,7,129,127,263
Peoria,Peoria 84,President,,DEM,Barack Obama,5,114,152,271
Peoria,Peoria 85,President,,DEM,Barack Obama,8,72,130,210
Peoria,Peoria 86,President,,DEM,Barack Obama,12,92,114,218
Peoria,Peoria 87,President,,DEM,Barack Obama,17,33,112,162
Peoria,Peoria 88,President,,DEM,Barack Obama,4,87,103,194
Peoria,Peoria 89,President,,DEM,Barack Obama,24,109,158,291
Peoria,Peoria 90,President,,DEM,Barack Obama,5,87,152,244
Peoria,Peoria 91,President,,DEM,Barack Obama,11,78,109,198
Peoria,Peoria 92,President,,DEM,Barack Obama,19,150,317,486
Peoria,Peoria 93,President,,DEM,Barack Obama,16,140,262,418
Peoria,Peoria 01,President,,LBT,Bob Barr,0,0,1,1
Peoria,Peoria 02,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 03,President,,LBT,Bob Barr,0,0,1,1
Peoria,Peoria 04,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 05,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 06,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 07,President,,LBT,Bob Barr,0,0,4,4
Peoria,Peoria 08,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 09,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 10,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 11,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 12,President,,LBT,Bob Barr,0,0,1,1
Peoria,Peoria 13,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 14,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 15,President,,LBT,Bob Barr,0,1,2,3
Peoria,Peoria 16,President,,LBT,Bob Barr,0,0,2,2
Peoria,Peoria 17,President,,LBT,Bob Barr,0,0,1,1
Peoria,Peoria 18,President,,LBT,Bob Barr,0,0,2,2
Peoria,Peoria 19,President,,LBT,Bob Barr,0,1,6,7
Peoria,Peoria 20,President,,LBT,Bob Barr,0,0,2,2
Peoria,Peoria 21,President,,LBT,Bob Barr,0,0,1,1
Peoria,Peoria 22,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 23,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 24,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 25,President,,LBT,Bob Barr,0,0,2,2
Peoria,Peoria 26,President,,LBT,Bob Barr,0,1,4,5
Peoria,Peoria 27,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 28,President,,LBT,Bob Barr,0,0,2,2
Peoria,Peoria 29,President,,LBT,Bob Barr,0,1,5,6
Peoria,Peoria 30,President,,LBT,Bob Barr,1,1,0,2
Peoria,Peoria 31,President,,LBT,Bob Barr,0,0,1,1
Peoria,Peoria 32,President,,LBT,Bob Barr,0,0,1,1
Peoria,Peoria 33,President,,LBT,Bob Barr,0,0,1,1
Peoria,Peoria 34,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 35,President,,LBT,Bob Barr,0,1,0,1
Peoria,Peoria 36,President,,LBT,Bob Barr,0,0,1,1
Peoria,Peoria 37,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 38,President,,LBT,Bob Barr,0,1,1,2
Peoria,Peoria 39,President,,LBT,Bob Barr,0,0,1,1
Peoria,Peoria 40,President,,LBT,Bob Barr,0,1,0,1
Peoria,Peoria 41,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 42,President,,LBT,Bob Barr,0,1,1,2
Peoria,Peoria 43,President,,LBT,Bob Barr,0,0,2,2
Peoria,Peoria 44,President,,LBT,Bob Barr,0,2,1,3
Peoria,Peoria 45,President,,LBT,Bob Barr,0,1,0,1
Peoria,Peoria 46,President,,LBT,Bob Barr,0,0,3,3
Peoria,Peoria 47,President,,LBT,Bob Barr,0,0,2,2
Peoria,Peoria 48,President,,LBT,Bob Barr,0,0,1,1
Peoria,Peoria 49,President,,LBT,Bob Barr,0,0,3,3
Peoria,Peoria 50,President,,LBT,Bob Barr,0,1,1,2
Peoria,Peoria 51,President,,LBT,Bob Barr,0,1,1,2
Peoria,Peoria 52,President,,LBT,Bob Barr,0,1,0,1
Peoria,Peoria 53,President,,LBT,Bob Barr,0,0,2,2
Peoria,Peoria 54,President,,LBT,Bob Barr,1,0,4,5
Peoria,Peoria 55,President,,LBT,Bob Barr,0,1,3,4
Peoria,Peoria 56,President,,LBT,Bob Barr,0,2,1,3
Peoria,Peoria 57,President,,LBT,Bob Barr,0,2,3,5
Peoria,Peoria 58,President,,LBT,Bob Barr,0,1,0,1
Peoria,Peoria 59,President,,LBT,Bob Barr,0,0,2,2
Peoria,Peoria 60,President,,LBT,Bob Barr,0,1,1,2
Peoria,Peoria 61,President,,LBT,Bob Barr,0,0,3,3
Peoria,Peoria 62,President,,LBT,Bob Barr,0,3,4,7
Peoria,Peoria 63,President,,LBT,Bob Barr,0,2,1,3
Peoria,Peoria 64,President,,LBT,Bob Barr,0,0,1,1
Peoria,Peoria 65,President,,LBT,Bob Barr,0,2,1,3
Peoria,Peoria 66,President,,LBT,Bob Barr,0,0,1,1
Peoria,Peoria 67,President,,LBT,Bob Barr,0,1,2,3
Peoria,Peoria 68,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 69,President,,LBT,Bob Barr,0,0,4,4
Peoria,Peoria 70,President,,LBT,Bob Barr,0,0,2,2
Peoria,Peoria 71,President,,LBT,Bob Barr,0,0,1,1
Peoria,Peoria 72,President,,LBT,Bob Barr,0,1,3,4
Peoria,Peoria 73,President,,LBT,Bob Barr,0,0,2,2
Peoria,Peoria 74,President,,LBT,Bob Barr,0,2,5,7
Peoria,Peoria 75,President,,LBT,Bob Barr,1,2,0,3
Peoria,Peoria 76,President,,LBT,Bob Barr,0,1,0,1
Peoria,Peoria 77,President,,LBT,Bob Barr,0,0,2,2
Peoria,Peoria 78,President,,LBT,Bob Barr,0,1,4,5
Peoria,Peoria 79,President,,LBT,Bob Barr,0,1,3,4
Peoria,Peoria 80,President,,LBT,Bob Barr,0,0,1,1
Peoria,Peoria 81,President,,LBT,Bob Barr,0,0,2,2
Peoria,Peoria 82,President,,LBT,Bob Barr,0,0,2,2
Peoria,Peoria 83,President,,LBT,Bob Barr,0,1,2,3
Peoria,Peoria 84,President,,LBT,Bob Barr,0,0,2,2
Peoria,Peoria 85,President,,LBT,Bob Barr,0,0,2,2
Peoria,Peoria 86,President,,LBT,Bob Barr,0,0,0,0
Peoria,Peoria 87,President,,LBT,Bob Barr,0,0,1,1
Peoria,Peoria 88,President,,LBT,Bob Barr,0,0,1,1
Peoria,Peoria 89,President,,LBT,Bob Barr,1,0,0,1
Peoria,Peoria 90,President,,LBT,Bob Barr,0,1,0,1
Peoria,Peoria 91,President,,LBT,Bob Barr,0,0,3,3
Peoria,Peoria 92,President,,LBT,Bob Barr,0,0,3,3
Peoria,Peoria 93,President,,LBT,Bob Barr,0,0,4,4
Peoria,Peoria 01,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 02,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 03,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 04,President,,CON,Charles O. Baldwin,0,2,1,3
Peoria,Peoria 05,President,,CON,Charles O. Baldwin,0,1,0,1
Peoria,Peoria 06,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 07,President,,CON,Charles O. Baldwin,0,0,1,1
Peoria,Peoria 08,President,,CON,Charles O. Baldwin,0,0,1,1
Peoria,Peoria 09,President,,CON,Charles O. Baldwin,0,0,2,2
Peoria,Peoria 10,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 11,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 12,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 13,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 14,President,,CON,Charles O. Baldwin,1,0,0,1
Peoria,Peoria 15,President,,CON,Charles O. Baldwin,0,0,2,2
Peoria,Peoria 16,President,,CON,Charles O. Baldwin,0,0,2,2
Peoria,Peoria 17,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 18,President,,CON,Charles O. Baldwin,0,0,2,2
Peoria,Peoria 19,President,,CON,Charles O. Baldwin,0,0,1,1
Peoria,Peoria 20,President,,CON,Charles O. Baldwin,0,2,0,2
Peoria,Peoria 21,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 22,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 23,President,,CON,Charles O. Baldwin,0,0,1,1
Peoria,Peoria 24,President,,CON,Charles O. Baldwin,0,0,3,3
Peoria,Peoria 25,President,,CON,Charles O. Baldwin,0,0,1,1
Peoria,Peoria 26,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 27,President,,CON,Charles O. Baldwin,0,0,1,1
Peoria,Peoria 28,President,,CON,Charles O. Baldwin,0,1,0,1
Peoria,Peoria 29,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 30,President,,CON,Charles O. Baldwin,0,0,1,1
Peoria,Peoria 31,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 32,President,,CON,Charles O. Baldwin,0,2,2,4
Peoria,Peoria 33,President,,CON,Charles O. Baldwin,0,1,0,1
Peoria,Peoria 34,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 35,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 36,President,,CON,Charles O. Baldwin,0,0,1,1
Peoria,Peoria 37,President,,CON,Charles O. Baldwin,0,0,2,2
Peoria,Peoria 38,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 39,President,,CON,Charles O. Baldwin,0,0,0,0
Peoria,Peoria 40,President,,CON,Charles O. Baldwin,0,1,0,1
Peoria,Peoria 41,President,,CON,Charles O. Baldwin,0,0,2,2
