county,office,district,party,candidate,votes
COOK,COOK CIRCUIT - RETAIN LEEMING,,,PAMELA M. LEEMING - NO,251820
COOK,COOK CIRCUIT - RETAIN LEEMING,,,PAMELA M. LEEMING - YES,985988
COOK,COOK CIRCUIT - RETAIN HOWARD,,,CAROL M. HOWARD - NO,242929
COOK,COOK CIRCUIT - RETAIN HOWARD,,,CAROL M. HOWARD - YES,1012750
COOK,COOK CIRCUIT - RETAIN MARAS,,,MARCIA MARAS - NO,253439
COOK,COOK CIRCUIT - RETAIN MARAS,,,MARCIA MARAS - YES,1016870
COOK,COOK CIRCUIT - RETAIN WALKER,,,CARL ANTHONY WALKER - NO,269474
COOK,COOK CIRCUIT - RETAIN WALKER,,,CARL ANTHONY WALKER - YES,978368
COOK,COOK CIRCUIT - RETAIN BOYD,,,CARL B. BOYD - NO,273140
COOK,COOK CIRCUIT - RETAIN BOYD,,,CARL B. BOYD - YES,960884
COOK,"COOK CIRCUIT - RETAIN OCASIO, III",,,"RAMON OCASIO, III - NO",293135
COOK,"COOK CIRCUIT - RETAIN OCASIO, III",,,"RAMON OCASIO, III - YES",950647
COOK,COOK CIRCUIT - RETAIN JACOBIUS,,,MOSHE JACOBIUS - NO,305612
COOK,COOK CIRCUIT - RETAIN JACOBIUS,,,MOSHE JACOBIUS - YES,952797
COOK,COOK CIRCUIT - RETAIN MCGING,,,JAMES MICHAEL MCGING - NO,302416
COOK,COOK CIRCUIT - RETAIN MCGING,,,JAMES MICHAEL MCGING - YES,932177
COOK,COOK CIRCUIT - RETAIN CLANCY,,,MICHAEL R. CLANCY - NO,335824
COOK,COOK CIRCUIT - RETAIN CLANCY,,,MICHAEL R. CLANCY - YES,909099
COOK,COOK CIRCUIT - RETAIN FLANNIGAN,,,ELLEN L. FLANNIGAN - NO,269119
COOK,COOK CIRCUIT - RETAIN FLANNIGAN,,,ELLEN L. FLANNIGAN - YES,991054
COOK,COOK CIRCUIT - RETAIN McHALE,,,MIKE MCHALE - NO,348185
COOK,COOK CIRCUIT - RETAIN McHALE,,,MIKE MCHALE - YES,894950
COOK,COOK CIRCUIT - RETAIN ROBERTS,,,MARY COLLEEN ROBERTS - NO,244723
COOK,COOK CIRCUIT - RETAIN ROBERTS,,,MARY COLLEEN ROBERTS - YES,1004608
COOK,COOK CIRCUIT - RETAIN MULLEN,,,MICHAEL TULLY MULLEN - NO,298345
COOK,COOK CIRCUIT - RETAIN MULLEN,,,MICHAEL TULLY MULLEN - YES,928125
COOK,COOK CIRCUIT - RETAIN GORMAN,,,JOYCE MARIE MURPHY GORMAN - NO,254489
COOK,COOK CIRCUIT - RETAIN GORMAN,,,JOYCE MARIE MURPHY GORMAN - YES,1004794
COOK,COOK CIRCUIT - RETAIN OMALLEY,,,KAREN LYNN OMALLEY - NO,258812
COOK,COOK CIRCUIT - RETAIN OMALLEY,,,KAREN LYNN OMALLEY - YES,990479
COOK,COOK CIRCUIT - RETAIN FLYNN,,,PETER FLYNN - NO,341505
COOK,COOK CIRCUIT - RETAIN FLYNN,,,PETER FLYNN - YES,923545
COOK,COOK CIRCUIT - RETAIN AGRAN,,,MARTIN S. AGRAN - NO,303730
COOK,COOK CIRCUIT - RETAIN AGRAN,,,MARTIN S. AGRAN - YES,953551
COOK,COOK CIRCUIT - RETAIN KELLEY,,,MARTIN C. KELLEY - NO,277512
COOK,COOK CIRCUIT - RETAIN KELLEY,,,MARTIN C. KELLEY - YES,949651
COOK,COOK CIRCUIT - RETAIN RAMIREZ,,,CYNTHIA RAMIREZ - NO,238809
COOK,COOK CIRCUIT - RETAIN RAMIREZ,,,CYNTHIA RAMIREZ - YES,1019943
COOK,COOK CIRCUIT - RETAIN ROTI,,,THOMAS DAVID ROTI - NO,304750
COOK,COOK CIRCUIT - RETAIN ROTI,,,THOMAS DAVID ROTI - YES,935992
COOK,COOK CIRCUIT - RETAIN DEGNAN,,,DANIEL R. DEGNAN - NO,301725
COOK,COOK CIRCUIT - RETAIN DEGNAN,,,DANIEL R. DEGNAN - YES,924444
COOK,COOK CIRCUIT - RETAIN BRENNAN,,,DANIEL PATRICK BRENNAN - NO,288048
COOK,COOK CIRCUIT - RETAIN BRENNAN,,,DANIEL PATRICK BRENNAN - YES,958187
PIKE,State House,100,,THOMAS KUNA (JACOB),0
JERSEY,State House,100,,THOMAS KUNA (JACOB),0
SANGAMON,State House,100,,THOMAS KUNA (JACOB),0
CALHOUN,State House,100,,THOMAS KUNA (JACOB),0
MACOUPIN,State House,100,,THOMAS KUNA (JACOB),0
GREENE,State House,100,,THOMAS KUNA (JACOB),0
CALHOUN,State House,100,REP,"CHRISTOPHER ""C.D."" DAVIDSMEYER",1770
MACOUPIN,State House,100,REP,"CHRISTOPHER ""C.D."" DAVIDSMEYER",2011
GREENE,State House,100,REP,"CHRISTOPHER ""C.D."" DAVIDSMEYER",3634
MADISON,State House,100,REP,"CHRISTOPHER ""C.D."" DAVIDSMEYER",1960
MADISON,State House,100,,THOMAS KUNA (JACOB),1
PIKE,State House,100,REP,"CHRISTOPHER ""C.D."" DAVIDSMEYER",5589
SCOTT,State House,100,REP,"CHRISTOPHER ""C.D."" DAVIDSMEYER",1777
MORGAN,State House,100,REP,"CHRISTOPHER ""C.D."" DAVIDSMEYER",10077
JERSEY,State House,100,REP,"CHRISTOPHER ""C.D."" DAVIDSMEYER",6305
SANGAMON,State House,100,REP,"CHRISTOPHER ""C.D."" DAVIDSMEYER",148
CHAMPAIGN,State House,101,DEM,JENNIFER McMILLIN,2638
PIATT,State House,101,DEM,JENNIFER McMILLIN,2525
DeWITT,State House,101,DEM,JENNIFER McMILLIN,1724
MACON,State House,101,DEM,JENNIFER McMILLIN,6049
McLEAN,State House,101,DEM,JENNIFER McMILLIN,1443
CHAMPAIGN,State House,101,REP,DAN CAULKINS,5704
PIATT,State House,101,REP,DAN CAULKINS,5034
DeWITT,State House,101,REP,DAN CAULKINS,4426
MACON,State House,101,REP,DAN CAULKINS,14544
McLEAN,State House,101,REP,DAN CAULKINS,3335
CHAMPAIGN,State House,102,REP,BRAD HALBROOK,10909
MACON,State House,102,REP,BRAD HALBROOK,925
SHELBY,State House,102,REP,BRAD HALBROOK,7966
MOULTRIE,State House,102,REP,BRAD HALBROOK,4345
DOUGLAS,State House,102,REP,BRAD HALBROOK,5561
EDGAR,State House,102,REP,BRAD HALBROOK,4788
VERMILION,State House,102,REP,BRAD HALBROOK,712
CHAMPAIGN,State House,103,DEM,CAROL AMMONS,30802
CHAMPAIGN,State House,104,DEM,CYNTHIA E. CUNNINGHAM,9071
VERMILION,State House,104,DEM,CYNTHIA E. CUNNINGHAM,6970
CHAMPAIGN,State House,104,REP,MIKE MARRON,9231
VERMILION,State House,104,REP,MIKE MARRON,11117
LIVINGSTON,State House,105,DEM,BENJAMIN WEBB,364
McLEAN,State House,105,DEM,BENJAMIN WEBB,16985
LIVINGSTON,State House,105,REP,DAN BRADY,1695
McLEAN,State House,105,REP,DAN BRADY,24791
IROQUOIS,State House,106,REP,THOMAS M. BENNETT,9359
WOODFORD,State House,106,REP,THOMAS M. BENNETT,6920
FORD,State House,106,REP,THOMAS M. BENNETT,4463
LIVINGSTON,State House,106,REP,THOMAS M. BENNETT,8314
VERMILION,State House,106,REP,THOMAS M. BENNETT,3896
BOND,State House,107,DEM,DAVID J. SEILER,2402
CLINTON,State House,107,DEM,DAVID J. SEILER,354
EFFINGHAM,State House,107,DEM,DAVID J. SEILER,3043
FAYETTE,State House,107,DEM,DAVID J. SEILER,1825
MARION,State House,107,DEM,DAVID J. SEILER,4155
BOND,State House,107,REP,BLAINE WILHOUR,3989
CLINTON,State House,107,REP,BLAINE WILHOUR,863
EFFINGHAM,State House,107,REP,BLAINE WILHOUR,7866
FAYETTE,State House,107,REP,BLAINE WILHOUR,6032
MARION,State House,107,REP,BLAINE WILHOUR,8362
WASHINGTON,State House,108,REP,CHARLES MEIER,4118
ST. CLAIR,State House,108,REP,CHARLES MEIER,6940
MADISON,State House,108,REP,CHARLES MEIER,16473
CLINTON,State House,108,REP,CHARLES MEIER,11456
RICHLAND,State House,109,DEM,CYNTHIA GIVEN,1709
JASPER,State House,109,DEM,CYNTHIA GIVEN,1186
CLAY,State House,109,DEM,CYNTHIA GIVEN,1034
WHITE,State House,109,DEM,CYNTHIA GIVEN,1715
EDWARDS,State House,109,DEM,CYNTHIA GIVEN,417
LAWRENCE,State House,109,DEM,CYNTHIA GIVEN,685
WHITE,State House,109,REP,DARREN BAILEY,4084
EDWARDS,State House,109,REP,DARREN BAILEY,2019
LAWRENCE,State House,109,REP,DARREN BAILEY,1920
WAYNE,State House,109,REP,DARREN BAILEY,4979
EFFINGHAM,State House,109,REP,DARREN BAILEY,2874
WABASH,State House,109,REP,DARREN BAILEY,2903
WAYNE,State House,109,DEM,CYNTHIA GIVEN,969
EFFINGHAM,State House,109,DEM,CYNTHIA GIVEN,620
WABASH,State House,109,DEM,CYNTHIA GIVEN,1082
RICHLAND,State House,109,REP,DARREN BAILEY,4283
JASPER,State House,109,REP,DARREN BAILEY,3175
CLAY,State House,109,REP,DARREN BAILEY,3811
STARK,10TH CIRCUIT - KEITH  VACANCY,,REP,BRUCE FEHRENBACHER,1837
LAKE,U.S. House,10,REP,DOUGLAS R. BENNETT,63364
COOK,U.S. House,10,REP,DOUGLAS R. BENNETT,18760
LAKE,U.S. House,10,DEM,BRAD SCHNEIDER,119048
COOK,U.S. House,10,DEM,BRAD SCHNEIDER,37492
COOK,State House,10,DEM,MELISSA CONYEARS-ERVIN,31649
CLARK,State House,110,DEM,SHIRLEY A. BELL,1757
CUMBERLAND,State House,110,DEM,SHIRLEY A. BELL,1192
LAWRENCE,State House,110,DEM,SHIRLEY A. BELL,691
CRAWFORD,State House,110,DEM,SHIRLEY A. BELL,2233
COLES,State House,110,DEM,SHIRLEY A. BELL,6707
EDGAR,State House,110,DEM,SHIRLEY A. BELL,111
CLARK,State House,110,REP,CHRIS MILLER,4379
CUMBERLAND,State House,110,REP,CHRIS MILLER,3134
LAWRENCE,State House,110,REP,CHRIS MILLER,1043
CRAWFORD,State House,110,REP,CHRIS MILLER,4652
COLES,State House,110,REP,CHRIS MILLER,10335
EDGAR,State House,110,REP,CHRIS MILLER,412
JERSEY,State House,111,REP,MIKE BABCOCK,468
MADISON,State House,111,REP,MIKE BABCOCK,18271
JERSEY,State House,111,DEM,MONICA BRISTOW,386
MADISON,State House,111,DEM,MONICA BRISTOW,18709
ST. CLAIR,State House,112,REP,DWIGHT D. KAY,3590
MADISON,State House,112,REP,DWIGHT D. KAY,16649
ST. CLAIR,State House,112,DEM,KATIE STUART,4164
MADISON,State House,112,DEM,KATIE STUART,20643
ST. CLAIR,State House,113,REP,DOUG JAMESON,13257
MADISON,State House,113,REP,DOUG JAMESON,861
ST. CLAIR,State House,113,DEM,JAY HOFFMAN,21291
MADISON,State House,113,DEM,JAY HOFFMAN,2628
ST. CLAIR,State House,114,REP,JASON MADLOCK,15373
ST. CLAIR,State House,114,DEM,LaTOYA N. GREENWOOD,21530
JEFFERSON,State House,115,DEM,MARSHA GRIFFIN,4781
WASHINGTON,State House,115,DEM,MARSHA GRIFFIN,455
JACKSON,State House,115,DEM,MARSHA GRIFFIN,8003
PERRY,State House,115,DEM,MARSHA GRIFFIN,1611
UNION,State House,115,DEM,MARSHA GRIFFIN,2200
JEFFERSON,State House,115,REP,TERRI BRYANT,9158
WASHINGTON,State House,115,REP,TERRI BRYANT,1022
JACKSON,State House,115,REP,TERRI BRYANT,8913
PERRY,State House,115,REP,TERRI BRYANT,2797
UNION,State House,115,REP,TERRI BRYANT,2622
PERRY,State House,116,REP,DAVID FRIESS,1896
ST. CLAIR,State House,116,REP,DAVID FRIESS,4350
MONROE,State House,116,REP,DAVID FRIESS,7935
RANDOLPH,State House,116,REP,DAVID FRIESS,5299
PERRY,State House,116,DEM,JERRY COSTELLO II,2169
ST. CLAIR,State House,116,DEM,JERRY COSTELLO II,5685
MONROE,State House,116,DEM,JERRY COSTELLO II,7614
RANDOLPH,State House,116,DEM,JERRY COSTELLO II,6961
HAMILTON,State House,117,DEM,JASON WOOLARD,410
WILLIAMSON,State House,117,DEM,JASON WOOLARD,12150
FRANKLIN,State House,117,DEM,JASON WOOLARD,6447
HAMILTON,State House,117,REP,DAVE SEVERIN,767
WILLIAMSON,State House,117,REP,DAVE SEVERIN,15300
FRANKLIN,State House,117,REP,DAVE SEVERIN,8979
JOHNSON,State House,118,DEM,NATALIE PHELPS FINNIE,1610
UNION,State House,118,DEM,NATALIE PHELPS FINNIE,1063
ALEXANDER,State House,118,DEM,NATALIE PHELPS FINNIE,1289
POPE,State House,118,DEM,NATALIE PHELPS FINNIE,565
MASSAC,State House,118,DEM,NATALIE PHELPS FINNIE,1342
GALLATIN,State House,118,DEM,NATALIE PHELPS FINNIE,1257
PULASKI,State House,118,REP,PATRICK WINDHORST,1268
HARDIN,State House,118,REP,PATRICK WINDHORST,855
UNION,State House,118,REP,PATRICK WINDHORST,1612
ALEXANDER,State House,118,REP,PATRICK WINDHORST,938
MASSAC,State House,118,REP,PATRICK WINDHORST,4089
JOHNSON,State House,118,REP,PATRICK WINDHORST,3616
GALLATIN,State House,118,REP,PATRICK WINDHORST,905
SALINE,State House,118,REP,PATRICK WINDHORST,4866
JACKSON,State House,118,REP,PATRICK WINDHORST,957
HAMILTON,State House,118,REP,PATRICK WINDHORST,1641
SALINE,State House,118,DEM,NATALIE PHELPS FINNIE,4708
JACKSON,State House,118,DEM,NATALIE PHELPS FINNIE,2331
HAMILTON,State House,118,DEM,NATALIE PHELPS FINNIE,749
PULASKI,State House,118,DEM,NATALIE PHELPS FINNIE,1156
HARDIN,State House,118,DEM,NATALIE PHELPS FINNIE,863
POPE,State House,118,REP,PATRICK WINDHORST,1209
McLEAN,11TH CIRCUIT - FITZGERALD VACANCY,,REP,WILLIAM A. YODER,51374
KANE,U.S. House,11,REP,NICK STELLA,7765
DuPAGE,U.S. House,11,REP,NICK STELLA,32078
KENDALL,U.S. House,11,REP,NICK STELLA,4746
COOK,U.S. House,11,REP,NICK STELLA,1118
WILL,U.S. House,11,REP,NICK STELLA,36651
KANE,U.S. House,11,DEM,BILL FOSTER,19333
DuPAGE,U.S. House,11,DEM,BILL FOSTER,50882
KENDALL,U.S. House,11,DEM,BILL FOSTER,8033
COOK,U.S. House,11,DEM,BILL FOSTER,924
WILL,U.S. House,11,DEM,BILL FOSTER,66235
COOK,State House,11,DEM,ANN M. WILLIAMS,42291
COOK,State Senate,11,DEM,MARTIN A. SANDOVAL,39158
WILL,12TH CIRCUIT - POLICANDRIOTES VACANCY,,REP,VICTORIA McKAY KENNISON,114870
WILL,12TH CIRCUIT - POLICANDRIOTES VACANCY,,DEM,VINCENT F. CORNELIUS,126161
WILL,12TH CIRCUIT - ROZAK VACANCY,,REP,BEN BRAUN,113325
